//
//    Name:     cp950 to Unicode table
//    Unicode version: 2.0
//    Table version: 2.01
//    Table format:  Format A
//    Date:          1/7/2000
//
//    Contact:       Shawn.Steele@microsoft.com
//
//    General notes: none
//
//    Format: Three tab-separated columns
//        Column //2 is the cp950 code (in hex)
//        Column //1 is the Unicode (in hex as 0xXXXX)
//        Column //3 is the Unicode name (follows a comment sign, '//')
//
//    The entries are in cp950 order
//
0x0000:0x00,	//NULL
0x00B1:0xA1D3,	//PLUS-MINUS SIGN
0x221A:0xA1D4,	//SQUARE ROOT
0xFF1C:0xA1D5,	//FULLWIDTH LESS-THAN SIGN
0xFF1E:0xA1D6,	//FULLWIDTH GREATER-THAN SIGN
0xFF1D:0xA1D7,	//FULLWIDTH EQUALS SIGN
0x2266:0xA1D8,	//LESS-THAN OVER EQUAL TO
0x2267:0xA1D9,	//GREATER-THAN OVER EQUAL TO
0x2260:0xA1DA,	//NOT EQUAL TO
0x221E:0xA1DB,	//INFINITY
0x2252:0xA1DC,	//APPROXIMATELY EQUAL TO OR THE IMAGE OF
0x2261:0xA1DD,	//IDENTICAL TO
0xFE62:0xA1DE,	//SMALL PLUS SIGN
0xFE63:0xA1DF,	//SMALL HYPHEN-MINUS
0xFE64:0xA1E0,	//SMALL LESS-THAN SIGN
0xFE65:0xA1E1,	//SMALL GREATER-THAN SIGN
0xFE66:0xA1E2,	//SMALL EQUALS SIGN
0xFF5E:0xA1E3,	//FULLWIDTH TILDE
0x2229:0xA1E4,	//INTERSECTION
0x222A:0xA1E5,	//UNION
0x22A5:0xA1E6,	//UP TACK
0x2220:0xA1E7,	//ANGLE
0x221F:0xA1E8,	//RIGHT ANGLE
0x22BF:0xA1E9,	//RIGHT TRIANGLE
0x33D2:0xA1EA,	//SQUARE LOG
0x33D1:0xA1EB,	//SQUARE LN
0x222B:0xA1EC,	//INTEGRAL
0x222E:0xA1ED,	//CONTOUR INTEGRAL
0x2235:0xA1EE,	//BECAUSE
0x2234:0xA1EF,	//THEREFORE
0x2640:0xA1F0,	//FEMALE SIGN
0x2642:0xA1F1,	//MALE SIGN
0x2295:0xA1F2,	//CIRCLED PLUS
0x2299:0xA1F3,	//CIRCLED DOT OPERATOR
0x2191:0xA1F4,	//UPWARDS ARROW
0x2193:0xA1F5,	//DOWNWARDS ARROW
0x2190:0xA1F6,	//LEFTWARDS ARROW
0x2192:0xA1F7,	//RIGHTWARDS ARROW
0x2196:0xA1F8,	//NORTH WEST ARROW
0x2197:0xA1F9,	//NORTH EAST ARROW
0x2199:0xA1FA,	//SOUTH WEST ARROW
0x2198:0xA1FB,	//SOUTH EAST ARROW
0x2225:0xA1FC,	//PARALLEL TO
0x2223:0xA1FD,	//DIVIDES
0xFF0F:0xA1FE,	//FULLWIDTH SOLIDUS
0xFF3C:0xA240,	//FULLWIDTH REVERSE SOLIDUS
0x2215:0xA241,	//DIVISION SLASH
0xFE68:0xA242,	//SMALL REVERSE SOLIDUS
0xFF04:0xA243,	//FULLWIDTH DOLLAR SIGN
0xFFE5:0xA244,	//FULLWIDTH YEN SIGN
0x3012:0xA245,	//POSTAL MARK
0xFFE0:0xA246,	//FULLWIDTH CENT SIGN
0xFFE1:0xA247,	//FULLWIDTH POUND SIGN
0xFF05:0xA248,	//FULLWIDTH PERCENT SIGN
0xFF20:0xA249,	//FULLWIDTH COMMERCIAL AT
0x2103:0xA24A,	//DEGREE CELSIUS
0x2109:0xA24B,	//DEGREE FAHRENHEIT
0xFE69:0xA24C,	//SMALL DOLLAR SIGN
0xFE6A:0xA24D,	//SMALL PERCENT SIGN
0xFE6B:0xA24E,	//SMALL COMMERCIAL AT
0x33D5:0xA24F,	//SQUARE MIL
0x339C:0xA250,	//SQUARE MM
0x339D:0xA251,	//SQUARE CM
0x339E:0xA252,	//SQUARE KM
0x33CE:0xA253,	//SQUARE KM CAPITAL
0x33A1:0xA254,	//SQUARE M SQUARED
0x338E:0xA255,	//SQUARE MG
0x338F:0xA256,	//SQUARE KG
0x33C4:0xA257,	//SQUARE CC
0x00B0:0xA258,	//DEGREE SIGN
0x5159:0xA259,	//CJK UNIFIED IDEOGRAPH
0x515B:0xA25A,	//CJK UNIFIED IDEOGRAPH
0x515E:0xA25B,	//CJK UNIFIED IDEOGRAPH
0x515D:0xA25C,	//CJK UNIFIED IDEOGRAPH
0x5161:0xA25D,	//CJK UNIFIED IDEOGRAPH
0x5163:0xA25E,	//CJK UNIFIED IDEOGRAPH
0x55E7:0xA25F,	//CJK UNIFIED IDEOGRAPH
0x74E9:0xA260,	//CJK UNIFIED IDEOGRAPH
0x7CCE:0xA261,	//CJK UNIFIED IDEOGRAPH
0x2581:0xA262,	//LOWER ONE EIGHTH BLOCK
0x2582:0xA263,	//LOWER ONE QUARTER BLOCK
0x2583:0xA264,	//LOWER THREE EIGHTHS BLOCK
0x2584:0xA265,	//LOWER HALF BLOCK
0x2585:0xA266,	//LOWER FIVE EIGHTHS BLOCK
0x2586:0xA267,	//LOWER THREE QUARTERS BLOCK
0x2587:0xA268,	//LOWER SEVEN EIGHTHS BLOCK
0x2588:0xA269,	//FULL BLOCK
0x258F:0xA26A,	//LEFT ONE EIGHTH BLOCK
0x258E:0xA26B,	//LEFT ONE QUARTER BLOCK
0x258D:0xA26C,	//LEFT THREE EIGHTHS BLOCK
0x258C:0xA26D,	//LEFT HALF BLOCK
0x258B:0xA26E,	//LEFT FIVE EIGHTHS BLOCK
0x258A:0xA26F,	//LEFT THREE QUARTERS BLOCK
0x2589:0xA270,	//LEFT SEVEN EIGHTHS BLOCK
0x253C:0xA271,	//BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL
0x2534:0xA272,	//BOX DRAWINGS LIGHT UP AND HORIZONTAL
0x252C:0xA273,	//BOX DRAWINGS LIGHT DOWN AND HORIZONTAL
0x2524:0xA274,	//BOX DRAWINGS LIGHT VERTICAL AND LEFT
0x251C:0xA275,	//BOX DRAWINGS LIGHT VERTICAL AND RIGHT
0x2594:0xA276,	//UPPER ONE EIGHTH BLOCK
0x2500:0xA277,	//BOX DRAWINGS LIGHT HORIZONTAL
0x2502:0xA278,	//BOX DRAWINGS LIGHT VERTICAL
0x2595:0xA279,	//RIGHT ONE EIGHTH BLOCK
0x250C:0xA27A,	//BOX DRAWINGS LIGHT DOWN AND RIGHT
0x2510:0xA27B,	//BOX DRAWINGS LIGHT DOWN AND LEFT
0x2514:0xA27C,	//BOX DRAWINGS LIGHT UP AND RIGHT
0x2518:0xA27D,	//BOX DRAWINGS LIGHT UP AND LEFT
0x256D:0xA27E,	//BOX DRAWINGS LIGHT ARC DOWN AND RIGHT
0x256E:0xA2A1,	//BOX DRAWINGS LIGHT ARC DOWN AND LEFT
0x2570:0xA2A2,	//BOX DRAWINGS LIGHT ARC UP AND RIGHT
0x256F:0xA2A3,	//BOX DRAWINGS LIGHT ARC UP AND LEFT
0x2550:0xA2A4,	//BOX DRAWINGS DOUBLE HORIZONTAL
0x255E:0xA2A5,	//BOX DRAWINGS VERTICAL SINGLE AND RIGHT DOUBLE
0x256A:0xA2A6,	//BOX DRAWINGS VERTICAL SINGLE AND HORIZONTAL DOUBLE
0x2561:0xA2A7,	//BOX DRAWINGS VERTICAL SINGLE AND LEFT DOUBLE
0x25E2:0xA2A8,	//BLACK LOWER RIGHT TRIANGLE
0x25E3:0xA2A9,	//BLACK LOWER LEFT TRIANGLE
0x25E5:0xA2AA,	//BLACK UPPER RIGHT TRIANGLE
0x25E4:0xA2AB,	//BLACK UPPER LEFT TRIANGLE
0x2571:0xA2AC,	//BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT
0x2572:0xA2AD,	//BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT
0x2573:0xA2AE,	//BOX DRAWINGS LIGHT DIAGONAL CROSS
0xFF10:0xA2AF,	//FULLWIDTH DIGIT ZERO
0xFF11:0xA2B0,	//FULLWIDTH DIGIT ONE
0xFF12:0xA2B1,	//FULLWIDTH DIGIT TWO
0xFF13:0xA2B2,	//FULLWIDTH DIGIT THREE
0xFF14:0xA2B3,	//FULLWIDTH DIGIT FOUR
0xFF15:0xA2B4,	//FULLWIDTH DIGIT FIVE
0xFF16:0xA2B5,	//FULLWIDTH DIGIT SIX
0xFF17:0xA2B6,	//FULLWIDTH DIGIT SEVEN
0xFF18:0xA2B7,	//FULLWIDTH DIGIT EIGHT
0xFF19:0xA2B8,	//FULLWIDTH DIGIT NINE
0x2160:0xA2B9,	//ROMAN NUMERAL ONE
0x2161:0xA2BA,	//ROMAN NUMERAL TWO
0x2162:0xA2BB,	//ROMAN NUMERAL THREE
0x2163:0xA2BC,	//ROMAN NUMERAL FOUR
