//
//    Name:     cp932 to Unicode table
//    Unicode version: 2.0
//    Table version: 2.01
//    Table format:  Format A
//    Date:          04/15/98
//
//    Contact:       Shawn.Steele@microsoft.com
//
//    General notes: none
//
//    Format: Three tab-separated columns
//        Column //2 is the cp932 code (in hex)
//        Column //1 is the Unicode (in hex as 0xXXXX)
//        Column //3 is the Unicode name (follows a comment sign, '//')
//
//    The entries are in cp932 order
//
0x0000:0x00,	//NULL
0x25B3:0x81A2,	//WHITE UP-POINTING TRIANGLE
0x25B2:0x81A3,	//BLACK UP-POINTING TRIANGLE
0x25BD:0x81A4,	//WHITE DOWN-POINTING TRIANGLE
0x25BC:0x81A5,	//BLACK DOWN-POINTING TRIANGLE
0x203B:0x81A6,	//REFERENCE MARK
0x3012:0x81A7,	//POSTAL MARK
0x2192:0x81A8,	//RIGHTWARDS ARROW
0x2190:0x81A9,	//LEFTWARDS ARROW
0x2191:0x81AA,	//UPWARDS ARROW
0x2193:0x81AB,	//DOWNWARDS ARROW
0x3013:0x81AC,	//GETA MARK
0x2208:0x81B8,	//ELEMENT OF
0x220B:0x81B9,	//CONTAINS AS MEMBER
0x2286:0x81BA,	//SUBSET OF OR EQUAL TO
0x2287:0x81BB,	//SUPERSET OF OR EQUAL TO
0x2282:0x81BC,	//SUBSET OF
0x2283:0x81BD,	//SUPERSET OF
0x222A:0x81BE,	//UNION
0x2229:0x81BF,	//INTERSECTION
0x2227:0x81C8,	//LOGICAL AND
0x2228:0x81C9,	//LOGICAL OR
0xFFE2:0x81CA,	//FULLWIDTH NOT SIGN
0x21D2:0x81CB,	//RIGHTWARDS DOUBLE ARROW
0x21D4:0x81CC,	//LEFT RIGHT DOUBLE ARROW
0x2200:0x81CD,	//FOR ALL
0x2203:0x81CE,	//THERE EXISTS
0x2220:0x81DA,	//ANGLE
0x22A5:0x81DB,	//UP TACK
0x2312:0x81DC,	//ARC
0x2202:0x81DD,	//PARTIAL DIFFERENTIAL
0x2207:0x81DE,	//NABLA
0x2261:0x81DF,	//IDENTICAL TO
0x2252:0x81E0,	//APPROXIMATELY EQUAL TO OR THE IMAGE OF
0x226A:0x81E1,	//MUCH LESS-THAN
0x226B:0x81E2,	//MUCH GREATER-THAN
0x221A:0x81E3,	//SQUARE ROOT
0x223D:0x81E4,	//REVERSED TILDE
0x221D:0x81E5,	//PROPORTIONAL TO
0x2235:0x81E6,	//BECAUSE
0x222B:0x81E7,	//INTEGRAL
0x222C:0x81E8,	//DOUBLE INTEGRAL
0x212B:0x81F0,	//ANGSTROM SIGN
0x2030:0x81F1,	//PER MILLE SIGN
0x266F:0x81F2,	//MUSIC SHARP SIGN
0x266D:0x81F3,	//MUSIC FLAT SIGN
0x266A:0x81F4,	//EIGHTH NOTE
0x2020:0x81F5,	//DAGGER
0x2021:0x81F6,	//DOUBLE DAGGER
0x00B6:0x81F7,	//PILCROW SIGN
0x25EF:0x81FC,	//LARGE CIRCLE
0xFF10:0x824F,	//FULLWIDTH DIGIT ZERO
0xFF11:0x8250,	//FULLWIDTH DIGIT ONE
0xFF12:0x8251,	//FULLWIDTH DIGIT TWO
0xFF13:0x8252,	//FULLWIDTH DIGIT THREE
0xFF14:0x8253,	//FULLWIDTH DIGIT FOUR
0xFF15:0x8254,	//FULLWIDTH DIGIT FIVE
0xFF16:0x8255,	//FULLWIDTH DIGIT SIX
0xFF17:0x8256,	//FULLWIDTH DIGIT SEVEN
0xFF18:0x8257,	//FULLWIDTH DIGIT EIGHT
0xFF19:0x8258,	//FULLWIDTH DIGIT NINE
0xFF21:0x8260,	//FULLWIDTH LATIN CAPITAL LETTER A
0xFF22:0x8261,	//FULLWIDTH LATIN CAPITAL LETTER B
0xFF23:0x8262,	//FULLWIDTH LATIN CAPITAL LETTER C
0xFF24:0x8263,	//FULLWIDTH LATIN CAPITAL LETTER D
0xFF25:0x8264,	//FULLWIDTH LATIN CAPITAL LETTER E
0xFF26:0x8265,	//FULLWIDTH LATIN CAPITAL LETTER F
0xFF27:0x8266,	//FULLWIDTH LATIN CAPITAL LETTER G
0xFF28:0x8267,	//FULLWIDTH LATIN CAPITAL LETTER H
0xFF29:0x8268,	//FULLWIDTH LATIN CAPITAL LETTER I
0xFF2A:0x8269,	//FULLWIDTH LATIN CAPITAL LETTER J
0xFF2B:0x826A,	//FULLWIDTH LATIN CAPITAL LETTER K
0xFF2C:0x826B,	//FULLWIDTH LATIN CAPITAL LETTER L
0xFF2D:0x826C,	//FULLWIDTH LATIN CAPITAL LETTER M
0xFF2E:0x826D,	//FULLWIDTH LATIN CAPITAL LETTER N
0xFF2F:0x826E,	//FULLWIDTH LATIN CAPITAL LETTER O
0xFF30:0x826F,	//FULLWIDTH LATIN CAPITAL LETTER P
0xFF31:0x8270,	//FULLWIDTH LATIN CAPITAL LETTER Q
0xFF32:0x8271,	//FULLWIDTH LATIN CAPITAL LETTER R
0xFF33:0x8272,	//FULLWIDTH LATIN CAPITAL LETTER S
0xFF34:0x8273,	//FULLWIDTH LATIN CAPITAL LETTER T
0xFF35:0x8274,	//FULLWIDTH LATIN CAPITAL LETTER U
0xFF36:0x8275,	//FULLWIDTH LATIN CAPITAL LETTER V
0xFF37:0x8276,	//FULLWIDTH LATIN CAPITAL LETTER W
0xFF38:0x8277,	//FULLWIDTH LATIN CAPITAL LETTER X
0xFF39:0x8278,	//FULLWIDTH LATIN CAPITAL LETTER Y
0xFF3A:0x8279,	//FULLWIDTH LATIN CAPITAL LETTER Z
0xFF41:0x8281,	//FULLWIDTH LATIN SMALL LETTER A
0xFF42:0x8282,	//FULLWIDTH LATIN SMALL LETTER B
0xFF43:0x8283,	//FULLWIDTH LATIN SMALL LETTER C
0xFF44:0x8284,	//FULLWIDTH LATIN SMALL LETTER D
0xFF45:0x8285,	//FULLWIDTH LATIN SMALL LETTER E
0xFF46:0x8286,	//FULLWIDTH LATIN SMALL LETTER F
0xFF47:0x8287,	//FULLWIDTH LATIN SMALL LETTER G
0xFF48:0x8288,	//FULLWIDTH LATIN SMALL LETTER H
0xFF49:0x8289,	//FULLWIDTH LATIN SMALL LETTER I
0xFF4A:0x828A,	//FULLWIDTH LATIN SMALL LETTER J
0xFF4B:0x828B,	//FULLWIDTH LATIN SMALL LETTER K
0xFF4C:0x828C,	//FULLWIDTH LATIN SMALL LETTER L
0xFF4D:0x828D,	//FULLWIDTH LATIN SMALL LETTER M
0xFF4E:0x828E,	//FULLWIDTH LATIN SMALL LETTER N
0xFF4F:0x828F,	//FULLWIDTH LATIN SMALL LETTER O
0xFF50:0x8290,	//FULLWIDTH LATIN SMALL LETTER P
0xFF51:0x8291,	//FULLWIDTH LATIN SMALL LETTER Q
0xFF52:0x8292,	//FULLWIDTH LATIN SMALL LETTER R
0xFF53:0x8293,	//FULLWIDTH LATIN SMALL LETTER S
0xFF54:0x8294,	//FULLWIDTH LATIN SMALL LETTER T
0xFF55:0x8295,	//FULLWIDTH LATIN SMALL LETTER U
0xFF56:0x8296,	//FULLWIDTH LATIN SMALL LETTER V
0xFF57:0x8297,	//FULLWIDTH LATIN SMALL LETTER W
0xFF58:0x8298,	//FULLWIDTH LATIN SMALL LETTER X
0xFF59:0x8299,	//FULLWIDTH LATIN SMALL LETTER Y
0xFF5A:0x829A,	//FULLWIDTH LATIN SMALL LETTER Z
0x3041:0x829F,	//HIRAGANA LETTER SMALL A
0x3042:0x82A0,	//HIRAGANA LETTER A
0x3043:0x82A1,	//HIRAGANA LETTER SMALL I
0x3044:0x82A2,	//HIRAGANA LETTER I
0x3045:0x82A3,	//HIRAGANA LETTER SMALL U
0x3046:0x82A4,	//HIRAGANA LETTER U
0x3047:0x82A5,	//HIRAGANA LETTER SMALL E
0x3048:0x82A6,	//HIRAGANA LETTER E
0x3049:0x82A7,	//HIRAGANA LETTER SMALL O
0x304A:0x82A8,	//HIRAGANA LETTER O
0x304B:0x82A9,	//HIRAGANA LETTER KA
0x304C:0x82AA,	//HIRAGANA LETTER GA
0x304D:0x82AB,	//HIRAGANA LETTER KI
0x304E:0x82AC,	//HIRAGANA LETTER GI
0x304F:0x82AD,	//HIRAGANA LETTER KU
0x3050:0x82AE,	//HIRAGANA LETTER GU
0x3051:0x82AF,	//HIRAGANA LETTER KE
0x3052:0x82B0,	//HIRAGANA LETTER GE
0x3053:0x82B1,	//HIRAGANA LETTER KO
0x3054:0x82B2,	//HIRAGANA LETTER GO
0x3055:0x82B3,	//HIRAGANA LETTER SA
0x3056:0x82B4,	//HIRAGANA LETTER ZA
0x3057:0x82B5,	//HIRAGANA LETTER SI
0x3058:0x82B6,	//HIRAGANA LETTER ZI
0x3059:0x82B7,	//HIRAGANA LETTER SU
0x305A:0x82B8,	//HIRAGANA LETTER ZU
